NE,Card,Object,Tx Optical Power(dBm),Rx Optical Power(dBm),Tx Laser Bias Current(mA),Transceiver Temperature(Celsius),3.3V supply voltage(V),+5V supply voltage(V),+1.8V supply voltage(V),XFP temperature(Celsius),TEC current(mA),Laser wavelength(nm)
Shelehovo,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,37.5,3.29,NA,NA,NA,NA,NA
Malaya_Elan,XS A:SAM_16,oPort 1-SFP,2.5,-12.0,28.9,47.4,3.25,NA,NA,NA,NA,NA
Malaya_Elan,XS B:SAM_16,oPort 1-SFP,2.3,-23.2,84.2,26.5,3.29,NA,NA,NA,NA,NA
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-6.4,-5.9,10.8,44.3,3.25,NA,NA,NA,NA,NA
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-32.2,-40.0,0.0,34.6,3.29,NA,NA,NA,NA,NA
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Izumrudnaya,XS A:SAM_16,oPort 1-SFP,0.5,-13.9,21.7,45.5,3.31,NA,NA,NA,NA,NA
Izumrudnaya,XS B:SAM_16,oPort 1-SFP,0.5,-13.5,22.4,43.6,3.32,NA,NA,NA,NA,NA
Izumrudnaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.2,-4.6,13.6,34.3,3.26,NA,NA,NA,NA,NA
Izumrudnaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,31.7,3.29,NA,NA,NA,NA,NA
Sputnik,XS A:SAM_16,oPort 1-SFP,0.4,-9.8,21.0,39.5,3.32,NA,NA,NA,NA,NA
Sputnik,XS B:SAM_16,oPort 1-SFP,0.6,-13.0,21.7,37.3,3.31,NA,NA,NA,NA,NA
Sputnik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.9,11.7,28.2,3.27,NA,NA,NA,NA,NA
Sputnik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,25.3,3.28,NA,NA,NA,NA,NA
UES_BG,XS A:SAM_16,oPort 1-SFP,0.5,-11.4,23.6,55.7,3.31,NA,NA,NA,NA,NA
UES_BG,XS B:SAM_16,oPort 1-SFP,2.4,-15.7,62.5,33.4,3.29,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.7,14.8,45.2,3.26,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,42.7,3.28,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
UES_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
UES_BG,TS3:SMQ1&4,oPort 1-SFP,1.8,-10.9,30.0,56.6,3.22,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 2-SFP,-10.6,-10.9,6.7,42.1,3.24,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 3-SFP,-10.5,-11.8,8.6,41.2,3.25,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Irkutskaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-13.3,23.1,45.8,3.31,NA,NA,NA,NA,NA
Irkutskaya_BG,XS B:SAM_16,oPort 1-SFP,0.4,-11.8,22.5,43.5,3.31,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.6,12.2,37.1,3.26,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-5.0,-7.5,12.2,36.6,3.26,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,-4.9,-7.9,12.3,34.7,3.26,NA,NA,NA,NA,NA
UP-15,XS A:SAM_16,oPort 1-SFP,0.4,-13.5,22.4,44.6,3.31,NA,NA,NA,NA,NA
UP-15,XS B:SAM_16,oPort 1-SFP,0.4,-14.2,21.6,41.1,3.3,NA,NA,NA,NA,NA
UP-15,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.1,13.2,33.9,3.26,NA,NA,NA,NA,NA
UP-15,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,30.2,3.28,NA,NA,NA,NA,NA
Belorechenskaya,XS A:SAM_16,oPort 1-SFP,0.5,-14.8,23.2,49.7,3.31,NA,NA,NA,NA,NA
Belorechenskaya,XS B:SAM_16,oPort 1-SFP,0.6,-12.5,22.7,48.9,3.3,NA,NA,NA,NA,NA
Belorechenskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.1,14.6,38.6,3.25,NA,NA,NA,NA,NA
Belorechenskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,37.1,3.28,NA,NA,NA,NA,NA
Lesozavod,XS A:SAM_16,oPort 1-SFP,0.4,-21.8,20.5,42.3,3.32,NA,NA,NA,NA,NA
Lesozavod,XS B:SAM_16,oPort 1-SFP,0.4,-13.3,20.6,40.1,3.32,NA,NA,NA,NA,NA
Lesozavod,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.9,13.6,32.3,3.27,NA,NA,NA,NA,NA
Lesozavod,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,29.6,3.29,NA,NA,NA,NA,NA
ChRES,XS A:SAM_16,oPort 1-SFP,0.4,-13.9,22.5,45.8,3.3,NA,NA,NA,NA,NA
ChRES,XS B:SAM_16,oPort 1-SFP,0.5,-11.4,21.1,42.4,3.3,NA,NA,NA,NA,NA
ChRES,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-5.9,12.9,34.5,3.26,NA,NA,NA,NA,NA
ChRES,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,31.3,3.28,NA,NA,NA,NA,NA
Cheremhovo_BG,XS A:SAM_16,oPort 1-SFP,0.5,-27.7,23.7,49.1,3.31,NA,NA,NA,NA,NA
Cheremhovo_BG,XS B:SAM_16,oPort 1-SFP,0.5,-11.7,22.8,44.7,3.31,NA,NA,NA,NA,NA
Cheremhovo_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.3,13.8,36.5,3.26,NA,NA,NA,NA,NA
Cheremhovo_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-5.0,-40.0,12.0,35.2,3.26,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 1-SFP,-0.2,-17.5,22.4,36.5,3.18,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 2-SFP,-1.0,-12.5,21.0,35.3,3.19,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 3-SFP,-10.6,-10.7,6.5,32.0,3.25,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Kutulik,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Kutulik,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
Kutulik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.9,13.8,38.3,3.27,NA,NA,NA,NA,NA
Kutulik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,34.7,3.29,NA,NA,NA,NA,NA
Kutulik,TS3:SMQ1&4,oPort 1-SFP,-0.3,-14.8,23.2,37.8,3.19,NA,NA,NA,NA,NA
Kutulik,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Kutulik,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Kutulik,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Zarya_BG,XS A:SAM_16,oPort 1-SFP,0.4,-12.2,21.8,42.5,3.32,NA,NA,NA,NA,NA
Zarya_BG,XS B:SAM_16,oPort 1-SFP,-40.0,-4.1,0.0,33.7,3.32,NA,NA,NA,NA,NA
Zarya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.6,10.9,31.6,3.27,NA,NA,NA,NA,NA
Zarya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,26.8,3.29,NA,NA,NA,NA,NA
Zarya_BG,TS3:SMQ1&4,oPort 1-SFP,-1.2,-17.6,21.2,28.1,3.21,NA,NA,NA,NA,NA
Zarya_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Zarya_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Zarya_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Tyret_BG,XS A:SAM_16,oPort 1-SFP,-40.0,-40.0,0.0,41.3,3.32,NA,NA,NA,NA,NA
Tyret_BG,XS B:SAM_16,oPort 1-SFP,0.4,-11.9,22.7,43.3,3.31,NA,NA,NA,NA,NA
Tyret_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-6.8,13.2,35.3,3.26,NA,NA,NA,NA,NA
Tyret_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,32.3,3.28,NA,NA,NA,NA,NA
Tyret_BG,TS3:SMQ1&4,oPort 1-SFP,-1.1,-14.4,21.8,36.5,3.21,NA,NA,NA,NA,NA
Tyret_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Tyret_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Tyret_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Altarik,XS A:SAM_16,oPort 1-SFP,0.5,-11.0,23.2,48.3,3.3,NA,NA,NA,NA,NA
Altarik,XS B:SAM_16,oPort 1-SFP,0.5,-21.2,23.3,45.9,3.31,NA,NA,NA,NA,NA
Altarik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.7,14.0,37.6,3.27,NA,NA,NA,NA,NA
Altarik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,34.9,3.29,NA,NA,NA,NA,NA
Bahtay,XS A:SAM_16,oPort 1-SFP,0.5,-11.7,20.9,43.8,3.31,NA,NA,NA,NA,NA
Bahtay,XS B:SAM_16,oPort 1-SFP,0.4,-12.1,21.6,41.8,3.31,NA,NA,NA,NA,NA
Bahtay,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-3.7,13.2,32.5,3.27,NA,NA,NA,NA,NA
Bahtay,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,31.0,3.29,NA,NA,NA,NA,NA
Nukuty,XS A:SAM_16,oPort 1-SFP,0.4,-11.6,21.4,41.3,3.31,NA,NA,NA,NA,NA
Nukuty,XS B:SAM_16,oPort 1-SFP,0.5,-11.1,20.8,39.1,3.32,NA,NA,NA,NA,NA
Nukuty,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.2,13.1,30.5,3.28,NA,NA,NA,NA,NA
Nukuty,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,27.0,3.29,NA,NA,NA,NA,NA
Balagansk,XS A:SAM_16,oPort 1-SFP,0.5,-11.8,23.2,43.5,3.32,NA,NA,NA,NA,NA
Balagansk,XS B:SAM_16,oPort 1-SFP,0.5,-12.0,23.6,42.3,3.31,NA,NA,NA,NA,NA
Balagansk,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.8,13.1,33.5,3.26,NA,NA,NA,NA,NA
Balagansk,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,30.5,3.28,NA,NA,NA,NA,NA
Novoziminskaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-12.8,21.2,46.2,3.3,NA,NA,NA,NA,NA
Novoziminskaya_BG,XS B:SAM_16,oPort 1-SFP,0.6,-11.5,22.9,43.0,3.32,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.4,12.6,34.4,3.28,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Novoziminskaya_BG,TS3:SMQ1&4,oPort 1-SFP,-10.2,-14.9,18.3,33.8,3.26,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 2-SFP,-0.1,-11.2,22.9,36.9,3.2,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 3-SFP,-10.9,-10.4,6.5,33.6,3.26,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
ZiminskiyRES,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
ZiminskiyRES,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
ZiminskiyRES,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.7,11.8,28.6,3.27,NA,NA,NA,NA,NA
ZiminskiyRES,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 1-SFP,-9.6,-13.6,16.6,26.1,3.26,NA,NA,NA,NA,NA
ZiminskiyRES,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Stroibaza,XS A:SAM_16,oPort 1-SFP,0.5,-13.5,19.3,32.2,3.31,NA,NA,NA,NA,NA
Stroibaza,XS B:SAM_16,oPort 1-SFP,0.5,-13.8,19.6,29.8,3.31,NA,NA,NA,NA,NA
Stroibaza,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.4,10.9,22.7,3.28,NA,NA,NA,NA,NA
Stroibaza,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Oka,XS A:SAM_16,oPort 1-SFP,0.6,-14.2,21.4,40.6,3.3,NA,NA,NA,NA,NA
Oka,XS B:SAM_16,oPort 1-SFP,0.5,-9.4,20.4,38.9,3.31,NA,NA,NA,NA,NA
Oka,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.9,12.4,30.7,3.27,NA,NA,NA,NA,NA
Oka,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZSHK,XS A:SAM_16,oPort 1-SFP,0.4,-13.8,22.6,42.7,3.31,NA,NA,NA,NA,NA
ZSHK,XS B:SAM_16,oPort 1-SFP,0.6,-11.3,22.7,40.3,3.31,NA,NA,NA,NA,NA
ZSHK,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.9,12.1,32.2,3.27,NA,NA,NA,NA,NA
ZSHK,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Harik,XS A:SAM_16,oPort 1-SFP,0.5,-11.5,21.2,40.7,3.31,NA,NA,NA,NA,NA
Harik,XS B:SAM_16,oPort 1-SFP,0.5,-13.8,20.8,38.1,3.31,NA,NA,NA,NA,NA
Harik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.1,13.0,28.7,3.27,NA,NA,NA,NA,NA
Harik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Kuitun_BG,XS A:SAM_16,oPort 1-SFP,0.5,-15.0,22.4,41.4,3.3,NA,NA,NA,NA,NA
Kuitun_BG,XS B:SAM_16,oPort 1-SFP,0.5,-11.5,21.6,39.9,3.3,NA,NA,NA,NA,NA
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.3,12.4,29.8,3.27,NA,NA,NA,NA,NA
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Mayskaya,XS A:SAM_16,oPort 1-SFP,0.4,-9.4,19.6,40.6,3.31,NA,NA,NA,NA,NA
Mayskaya,XS B:SAM_16,oPort 1-SFP,0.5,-15.3,22.0,39.8,3.32,NA,NA,NA,NA,NA
Mayskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-5.0,11.9,29.3,3.27,NA,NA,NA,NA,NA
Mayskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZES_SSDTU,XS A:SAM_16,oPort 1-SFP,0.5,-13.3,22.6,47.1,3.31,NA,NA,NA,NA,NA
ZES_SSDTU,XS B:SAM_16,oPort 1-SFP,0.4,-11.9,22.6,45.7,3.31,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.9,13.6,36.4,3.27,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,33.9,3.29,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Tulun_BG,XS A:SAM_16,oPort 1-SFP,0.4,-13.3,22.4,47.2,3.31,NA,NA,NA,NA,NA
Tulun_BG,XS B:SAM_16,oPort 1-SFP,0.5,-10.5,20.7,42.5,3.31,NA,NA,NA,NA,NA
Tulun_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-5.5,12.7,34.3,3.27,NA,NA,NA,NA,NA
Tulun_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,-5.1,-5.7,12.6,30.1,3.27,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 1-SFP,-10.6,-13.7,17.2,32.7,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 2-SFP,-9.3,-14.4,18.9,33.1,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 3-SFP,-11.5,-10.8,17.4,32.5,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 4-SFP,-10.9,-11.7,6.5,33.4,3.25,NA,NA,NA,NA,NA
CEP,XS A:SAM_16,oPort 1-SFP,0.4,-15.6,20.0,35.9,3.32,NA,NA,NA,NA,NA
CEP,XS B:SAM_16,oPort 1-SFP,0.5,-10.9,19.8,33.9,3.32,NA,NA,NA,NA,NA
CEP,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.4,11.1,24.6,3.27,NA,NA,NA,NA,NA
CEP,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Azeiskaya,XS A:SAM_16,oPort 1-SFP,0.4,-13.2,23.5,46.7,3.31,NA,NA,NA,NA,NA
Azeiskaya,XS B:SAM_16,oPort 1-SFP,0.5,-9.7,22.5,44.2,3.3,NA,NA,NA,NA,NA
Azeiskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.6,13.2,33.8,3.27,NA,NA,NA,NA,NA
Azeiskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Badar,XS A:SAM_16,oPort 1-SFP,0.5,-11.8,24.7,50.9,3.31,NA,NA,NA,NA,NA
Badar,XS B:SAM_16,oPort 1-SFP,0.5,-11.3,22.9,48.7,3.31,NA,NA,NA,NA,NA
Badar,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.9,11.1,39.3,3.27,NA,NA,NA,NA,NA
Badar,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Steklozavod,XS A:SAM_16,oPort 1-SFP,0.4,-13.6,22.1,49.0,3.31,NA,NA,NA,NA,NA
Steklozavod,XS B:SAM_16,oPort 1-SFP,0.4,-11.4,23.0,46.8,3.31,NA,NA,NA,NA,NA
Steklozavod,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.0,12.9,37.1,3.26,NA,NA,NA,NA,NA
Steklozavod,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Tulun_2_BG,XS A:SAM_16,oPort 1-SFP,0.6,-12.3,23.5,46.9,3.3,NA,NA,NA,NA,NA
Tulun_2_BG,XS B:SAM_16,oPort 1-SFP,0.5,-15.5,23.4,46.1,3.31,NA,NA,NA,NA,NA
Tulun_2_BG,TS2:SMQ1&4,oPort 1-SFP,-9.9,-13.5,17.1,33.7,3.26,NA,NA,NA,NA,NA
Tulun_2_BG,TS2:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Tulun_2_BG,TS2:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Tulun_2_BG,TS2:SMQ1&4,oPort 4-SFP,-10.4,-11.3,13.8,31.5,3.26,NA,NA,NA,NA,NA
Tulun_2_BG,TS3:DMGE_4_L2,GE-ETY port 4-SFP,-5.0,-5.7,11.7,30.7,3.28,NA,NA,NA,NA,NA
Sheberta_BG,XS A:SAM_16,oPort 1-SFP,0.4,-11.4,23.6,48.2,3.3,NA,NA,NA,NA,NA
Sheberta_BG,XS B:SAM_16,oPort 1-SFP,0.5,-14.6,23.1,43.5,3.31,NA,NA,NA,NA,NA
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.4,12.6,34.4,3.27,NA,NA,NA,NA,NA
