NE,Card,Object,Tx Optical Power(dBm),Rx Optical Power(dBm),Tx Laser Bias Current(mA),Transceiver Temperature(Celsius),3.3V supply voltage(V),+5V supply voltage(V),+1.8V supply voltage(V),XFP temperature(Celsius),TEC current(mA),Laser wavelength(nm)
Svetlaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-21.4,-40.0,0.3,44.0,3.29,NA,NA,NA,NA,NA
Svetlaya,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Svetlaya,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Klyuchi_3,XS A:SAM_16,oPort 1-SFP,0.6,-16.5,21.6,41.3,3.3,NA,NA,NA,NA,NA
Klyuchi_3,XS B:SAM_16,oPort 1-SFP,0.5,-12.7,21.1,39.5,3.31,NA,NA,NA,NA,NA
Klyuchi_3,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.6,12.0,31.1,3.26,NA,NA,NA,NA,NA
Klyuchi_3,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,27.8,3.28,NA,NA,NA,NA,NA
Shelehovo,XS A:SAM_16,oPort 1-SFP,0.4,-22.6,24.9,51.5,3.3,NA,NA,NA,NA,NA
Shelehovo,XS B:SAM_16,oPort 1-SFP,0.5,-23.6,23.4,49.7,3.31,NA,NA,NA,NA,NA
Shelehovo,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.6,13.0,40.0,3.27,NA,NA,NA,NA,NA
Shelehovo,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,36.9,3.29,NA,NA,NA,NA,NA
Malaya_Elan,XS A:SAM_16,oPort 1-SFP,2.6,-12.0,29.7,49.4,3.25,NA,NA,NA,NA,NA
Malaya_Elan,XS B:SAM_16,oPort 1-SFP,2.3,-23.1,84.3,31.1,3.29,NA,NA,NA,NA,NA
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-6.2,-5.8,11.1,48.0,3.25,NA,NA,NA,NA,NA
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-32.2,-37.0,0.0,38.4,3.29,NA,NA,NA,NA,NA
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Malaya_Elan,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Izumrudnaya,XS A:SAM_16,oPort 1-SFP,0.5,-14.0,21.7,45.0,3.31,NA,NA,NA,NA,NA
Izumrudnaya,XS B:SAM_16,oPort 1-SFP,0.5,-13.7,22.3,43.2,3.32,NA,NA,NA,NA,NA
Izumrudnaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.2,-4.6,13.6,33.8,3.26,NA,NA,NA,NA,NA
Izumrudnaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,31.2,3.28,NA,NA,NA,NA,NA
Sputnik,XS A:SAM_16,oPort 1-SFP,0.4,-9.8,22.1,43.8,3.32,NA,NA,NA,NA,NA
Sputnik,XS B:SAM_16,oPort 1-SFP,0.6,-12.8,22.9,41.6,3.31,NA,NA,NA,NA,NA
Sputnik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.9,12.2,32.8,3.27,NA,NA,NA,NA,NA
Sputnik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,29.9,3.28,NA,NA,NA,NA,NA
UES_BG,XS A:SAM_16,oPort 1-SFP,0.5,-11.5,24.7,59.1,3.31,NA,NA,NA,NA,NA
UES_BG,XS B:SAM_16,oPort 1-SFP,2.4,-15.8,62.6,37.0,3.28,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.8,15.2,48.5,3.26,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,46.0,3.28,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
UES_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
UES_BG,TS3:SMQ1&4,oPort 1-SFP,1.8,-10.9,30.0,60.3,3.21,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 2-SFP,-10.6,-10.9,7.0,45.4,3.24,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 3-SFP,-10.5,-11.8,8.8,44.6,3.24,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Irkutskaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-13.3,22.0,41.9,3.31,NA,NA,NA,NA,NA
Irkutskaya_BG,XS B:SAM_16,oPort 1-SFP,0.4,-11.9,21.5,39.7,3.31,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.7,11.8,33.2,3.26,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-5.0,-7.5,11.8,32.6,3.26,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,-4.9,-7.8,11.9,30.5,3.26,NA,NA,NA,NA,NA
UP-15,XS A:SAM_16,oPort 1-SFP,0.4,-13.6,22.8,46.2,3.31,NA,NA,NA,NA,NA
UP-15,XS B:SAM_16,oPort 1-SFP,0.4,-14.4,21.9,41.6,3.3,NA,NA,NA,NA,NA
UP-15,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.1,13.3,34.8,3.26,NA,NA,NA,NA,NA
UP-15,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,31.5,3.28,NA,NA,NA,NA,NA
Belorechenskaya,XS A:SAM_16,oPort 1-SFP,0.4,-14.9,23.4,50.8,3.31,NA,NA,NA,NA,NA
Belorechenskaya,XS B:SAM_16,oPort 1-SFP,0.6,-12.6,23.0,49.6,3.31,NA,NA,NA,NA,NA
Belorechenskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.2,-4.1,14.8,40.1,3.25,NA,NA,NA,NA,NA
Belorechenskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,38.3,3.27,NA,NA,NA,NA,NA
Lesozavod,XS A:SAM_16,oPort 1-SFP,0.4,-22.0,20.5,42.3,3.32,NA,NA,NA,NA,NA
Lesozavod,XS B:SAM_16,oPort 1-SFP,0.4,-13.0,20.7,40.1,3.32,NA,NA,NA,NA,NA
Lesozavod,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-5.0,13.6,32.4,3.27,NA,NA,NA,NA,NA
Lesozavod,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,29.7,3.29,NA,NA,NA,NA,NA
ChRES,XS A:SAM_16,oPort 1-SFP,0.4,-13.9,22.8,46.8,3.3,NA,NA,NA,NA,NA
ChRES,XS B:SAM_16,oPort 1-SFP,0.5,-11.6,21.3,43.7,3.3,NA,NA,NA,NA,NA
ChRES,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-5.9,13.0,35.6,3.27,NA,NA,NA,NA,NA
ChRES,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,32.6,3.28,NA,NA,NA,NA,NA
Cheremhovo_BG,XS A:SAM_16,oPort 1-SFP,0.5,-28.2,26.0,56.4,3.3,NA,NA,NA,NA,NA
Cheremhovo_BG,XS B:SAM_16,oPort 1-SFP,0.5,-11.8,25.0,52.2,3.31,NA,NA,NA,NA,NA
Cheremhovo_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.3,14.7,43.7,3.25,NA,NA,NA,NA,NA
Cheremhovo_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-5.0,-40.0,12.8,42.4,3.25,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 1-SFP,-0.1,-17.6,24.0,43.8,3.17,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 2-SFP,-1.1,-12.5,23.7,42.9,3.18,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 3-SFP,-10.6,-10.7,7.4,39.3,3.24,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Kutulik,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Kutulik,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
Kutulik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.8,13.5,35.8,3.27,NA,NA,NA,NA,NA
Kutulik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,32.2,3.29,NA,NA,NA,NA,NA
Kutulik,TS3:SMQ1&4,oPort 1-SFP,-0.2,-14.9,22.5,35.3,3.19,NA,NA,NA,NA,NA
Kutulik,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Kutulik,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Kutulik,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Zarya_BG,XS A:SAM_16,oPort 1-SFP,0.4,-12.3,22.1,43.8,3.31,NA,NA,NA,NA,NA
Zarya_BG,XS B:SAM_16,oPort 1-SFP,-40.0,-4.1,0.0,34.9,3.32,NA,NA,NA,NA,NA
Zarya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.6,11.1,32.8,3.26,NA,NA,NA,NA,NA
Zarya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,28.2,3.29,NA,NA,NA,NA,NA
Zarya_BG,TS3:SMQ1&4,oPort 1-SFP,-1.2,-17.5,21.6,29.3,3.2,NA,NA,NA,NA,NA
Zarya_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Zarya_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Zarya_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Tyret_BG,XS A:SAM_16,oPort 1-SFP,-40.0,-40.0,0.0,41.5,3.32,NA,NA,NA,NA,NA
Tyret_BG,XS B:SAM_16,oPort 1-SFP,0.4,-11.9,22.7,43.3,3.31,NA,NA,NA,NA,NA
Tyret_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-6.8,13.3,35.2,3.27,NA,NA,NA,NA,NA
Tyret_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,32.2,3.28,NA,NA,NA,NA,NA
Tyret_BG,TS3:SMQ1&4,oPort 1-SFP,-1.1,-14.3,22.4,36.1,3.21,NA,NA,NA,NA,NA
Tyret_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Tyret_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Tyret_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Altarik,XS A:SAM_16,oPort 1-SFP,0.6,-11.0,24.9,53.3,3.3,NA,NA,NA,NA,NA
Altarik,XS B:SAM_16,oPort 1-SFP,0.5,-21.7,25.0,51.7,3.31,NA,NA,NA,NA,NA
Altarik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.7,14.7,42.3,3.27,NA,NA,NA,NA,NA
Altarik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,39.9,3.28,NA,NA,NA,NA,NA
Bahtay,XS A:SAM_16,oPort 1-SFP,0.5,-11.5,21.2,45.3,3.31,NA,NA,NA,NA,NA
Bahtay,XS B:SAM_16,oPort 1-SFP,0.4,-12.1,21.9,43.2,3.31,NA,NA,NA,NA,NA
Bahtay,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-3.7,13.4,34.0,3.27,NA,NA,NA,NA,NA
Bahtay,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,32.3,3.29,NA,NA,NA,NA,NA
Nukuty,XS A:SAM_16,oPort 1-SFP,0.4,-11.7,21.3,40.9,3.31,NA,NA,NA,NA,NA
Nukuty,XS B:SAM_16,oPort 1-SFP,0.5,-11.4,20.7,38.4,3.32,NA,NA,NA,NA,NA
Nukuty,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.2,13.1,30.0,3.27,NA,NA,NA,NA,NA
Nukuty,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,26.6,3.29,NA,NA,NA,NA,NA
Balagansk,XS A:SAM_16,oPort 1-SFP,0.5,-11.8,25.1,50.1,3.31,NA,NA,NA,NA,NA
Balagansk,XS B:SAM_16,oPort 1-SFP,0.5,-12.1,25.4,48.7,3.31,NA,NA,NA,NA,NA
Balagansk,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.3,13.5,39.9,3.25,NA,NA,NA,NA,NA
Balagansk,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,37.0,3.28,NA,NA,NA,NA,NA
Novoziminskaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-12.9,21.4,46.8,3.3,NA,NA,NA,NA,NA
Novoziminskaya_BG,XS B:SAM_16,oPort 1-SFP,0.5,-11.4,23.1,43.6,3.32,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.3,12.6,35.1,3.28,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Novoziminskaya_BG,TS3:SMQ1&4,oPort 1-SFP,-10.2,-14.9,18.2,34.5,3.26,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 2-SFP,-0.2,-11.2,22.5,37.8,3.2,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 3-SFP,-10.9,-10.4,6.7,34.3,3.26,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
ZiminskiyRES,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
ZiminskiyRES,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
ZiminskiyRES,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.7,12.1,31.3,3.27,NA,NA,NA,NA,NA
ZiminskiyRES,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 1-SFP,-9.6,-13.9,16.8,28.7,3.26,NA,NA,NA,NA,NA
ZiminskiyRES,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Stroibaza,XS A:SAM_16,oPort 1-SFP,0.5,-13.4,20.7,38.4,3.31,NA,NA,NA,NA,NA
Stroibaza,XS B:SAM_16,oPort 1-SFP,0.5,-13.9,20.9,35.8,3.31,NA,NA,NA,NA,NA
Stroibaza,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.4,11.5,28.7,3.27,NA,NA,NA,NA,NA
Stroibaza,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Oka,XS A:SAM_16,oPort 1-SFP,0.6,-14.2,22.9,46.3,3.3,NA,NA,NA,NA,NA
Oka,XS B:SAM_16,oPort 1-SFP,0.5,-9.5,21.8,44.4,3.31,NA,NA,NA,NA,NA
Oka,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.8,13.0,36.3,3.27,NA,NA,NA,NA,NA
Oka,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZSHK,XS A:SAM_16,oPort 1-SFP,0.4,-14.0,24.0,47.8,3.3,NA,NA,NA,NA,NA
ZSHK,XS B:SAM_16,oPort 1-SFP,0.6,-11.4,23.8,45.5,3.31,NA,NA,NA,NA,NA
ZSHK,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.9,12.7,37.2,3.27,NA,NA,NA,NA,NA
ZSHK,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Harik,XS A:SAM_16,oPort 1-SFP,0.5,-11.4,24.0,51.1,3.31,NA,NA,NA,NA,NA
Harik,XS B:SAM_16,oPort 1-SFP,0.5,-13.8,23.4,48.4,3.3,NA,NA,NA,NA,NA
Harik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.0,14.1,38.7,3.27,NA,NA,NA,NA,NA
Harik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Kuitun_BG,XS A:SAM_16,oPort 1-SFP,0.5,-15.0,22.2,40.6,3.31,NA,NA,NA,NA,NA
Kuitun_BG,XS B:SAM_16,oPort 1-SFP,0.5,-11.5,21.4,38.9,3.3,NA,NA,NA,NA,NA
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.3,12.4,29.1,3.27,NA,NA,NA,NA,NA
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Mayskaya,XS A:SAM_16,oPort 1-SFP,0.4,-9.5,17.1,28.4,3.32,NA,NA,NA,NA,NA
Mayskaya,XS B:SAM_16,oPort 1-SFP,0.5,-15.3,19.3,27.7,3.33,NA,NA,NA,NA,NA
Mayskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-5.1,10.8,17.5,3.27,NA,NA,NA,NA,NA
Mayskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZES_SSDTU,XS A:SAM_16,oPort 1-SFP,0.5,-13.0,23.0,48.7,3.31,NA,NA,NA,NA,NA
ZES_SSDTU,XS B:SAM_16,oPort 1-SFP,0.4,-11.4,23.0,47.5,3.31,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.0,13.8,37.9,3.27,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,35.3,3.29,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Tulun_BG,XS A:SAM_16,oPort 1-SFP,0.4,-13.2,22.5,47.4,3.31,NA,NA,NA,NA,NA
Tulun_BG,XS B:SAM_16,oPort 1-SFP,0.5,-10.6,20.7,42.6,3.31,NA,NA,NA,NA,NA
Tulun_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-5.5,12.7,34.4,3.26,NA,NA,NA,NA,NA
Tulun_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,-5.1,-5.7,12.6,30.1,3.27,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 1-SFP,-10.6,-13.6,17.1,32.8,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 2-SFP,-9.3,-14.4,18.9,33.2,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 3-SFP,-11.5,-11.0,17.3,32.5,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 4-SFP,-11.0,-12.0,6.5,33.5,3.25,NA,NA,NA,NA,NA
CEP,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
CEP,XS B:SAM_16,oPort 1-SFP,0.5,-11.1,21.5,41.2,3.31,NA,NA,NA,NA,NA
CEP,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.3,11.7,31.5,3.27,NA,NA,NA,NA,NA
CEP,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Azeiskaya,XS A:SAM_16,oPort 1-SFP,0.4,-13.3,23.3,45.7,3.31,NA,NA,NA,NA,NA
Azeiskaya,XS B:SAM_16,oPort 1-SFP,0.4,-9.8,22.2,42.9,3.3,NA,NA,NA,NA,NA
Azeiskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.7,13.1,32.6,3.27,NA,NA,NA,NA,NA
Azeiskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Badar,XS A:SAM_16,oPort 1-SFP,0.5,-11.8,24.3,49.4,3.31,NA,NA,NA,NA,NA
Badar,XS B:SAM_16,oPort 1-SFP,0.5,-11.1,22.5,47.3,3.3,NA,NA,NA,NA,NA
Badar,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.9,10.9,37.6,3.27,NA,NA,NA,NA,NA
Badar,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Steklozavod,XS A:SAM_16,oPort 1-SFP,0.4,-13.6,22.3,49.5,3.31,NA,NA,NA,NA,NA
Steklozavod,XS B:SAM_16,oPort 1-SFP,0.4,-11.4,23.1,47.5,3.31,NA,NA,NA,NA,NA
Steklozavod,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.0,12.9,37.9,3.26,NA,NA,NA,NA,NA
Steklozavod,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Tulun_2_BG,XS A:SAM_16,oPort 1-SFP,0.5,-12.0,23.5,47.0,3.3,NA,NA,NA,NA,NA
Tulun_2_BG,XS B:SAM_16,oPort 1-SFP,0.5,-15.5,23.4,46.1,3.31,NA,NA,NA,NA,NA
Tulun_2_BG,TS2:SMQ1&4,oPort 1-SFP,-9.9,-13.4,17.1,33.8,3.26,NA,NA,NA,NA,NA
Tulun_2_BG,TS2:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Tulun_2_BG,TS2:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Tulun_2_BG,TS2:SMQ1&4,oPort 4-SFP,-10.4,-11.3,13.9,31.6,3.26,NA,NA,NA,NA,NA
Tulun_2_BG,TS3:DMGE_4_L2,GE-ETY port 4-SFP,-5.0,-5.7,11.7,30.9,3.28,NA,NA,NA,NA,NA
Sheberta_BG,XS A:SAM_16,oPort 1-SFP,0.4,-11.4,23.5,47.4,3.3,NA,NA,NA,NA,NA
Sheberta_BG,XS B:SAM_16,oPort 1-SFP,0.6,-14.7,23.0,42.8,3.31,NA,NA,NA,NA,NA
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.4,12.6,33.8,3.27,NA,NA,NA,NA,NA
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
