NE,Card,Object,Tx Optical Power(dBm),Rx Optical Power(dBm),Tx Laser Bias Current(mA),Transceiver Temperature(Celsius),3.3V supply voltage(V),+5V supply voltage(V),+1.8V supply voltage(V),XFP temperature(Celsius),TEC current(mA),Laser wavelength(nm)
Sputnik,XS A:SAM_16,oPort 1-SFP,0.5,-9.9,23.8,49.4,3.32,NA,NA,NA,NA,NA
Sputnik,XS B:SAM_16,oPort 1-SFP,0.6,-12.8,24.6,47.8,3.3,NA,NA,NA,NA,NA
Sputnik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.8,12.8,38.4,3.26,NA,NA,NA,NA,NA
Sputnik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,35.6,3.28,NA,NA,NA,NA,NA
UES_BG,XS A:SAM_16,oPort 1-SFP,0.5,-11.4,24.1,56.9,3.31,NA,NA,NA,NA,NA
UES_BG,XS B:SAM_16,oPort 1-SFP,2.4,-15.8,62.6,34.9,3.29,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.8,14.9,46.6,3.26,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,43.9,3.28,NA,NA,NA,NA,NA
UES_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
UES_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
UES_BG,TS3:SMQ1&4,oPort 1-SFP,1.8,-10.8,30.0,58.1,3.22,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 2-SFP,-10.6,-10.9,6.9,43.7,3.24,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 3-SFP,-10.6,-11.8,8.6,42.8,3.24,NA,NA,NA,NA,NA
UES_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Irkutskaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-13.4,23.2,45.9,3.31,NA,NA,NA,NA,NA
Irkutskaya_BG,XS B:SAM_16,oPort 1-SFP,0.4,-11.6,22.6,44.0,3.31,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.6,12.2,37.5,3.26,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-5.0,-7.5,12.3,37.0,3.26,NA,NA,NA,NA,NA
Irkutskaya_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,-4.9,-7.8,11.9,34.9,3.26,NA,NA,NA,NA,NA
UP-15,XS A:SAM_16,oPort 1-SFP,0.4,-13.7,22.2,44.1,3.31,NA,NA,NA,NA,NA
UP-15,XS B:SAM_16,oPort 1-SFP,0.4,-14.4,21.3,39.4,3.3,NA,NA,NA,NA,NA
UP-15,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.1,13.1,32.6,3.26,NA,NA,NA,NA,NA
UP-15,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,29.2,3.28,NA,NA,NA,NA,NA
Belorechenskaya,XS A:SAM_16,oPort 1-SFP,0.5,-14.8,22.6,48.3,3.31,NA,NA,NA,NA,NA
Belorechenskaya,XS B:SAM_16,oPort 1-SFP,0.6,-12.6,22.2,47.2,3.31,NA,NA,NA,NA,NA
Belorechenskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.1,14.5,37.5,3.25,NA,NA,NA,NA,NA
Belorechenskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,35.9,3.28,NA,NA,NA,NA,NA
Lesozavod,XS A:SAM_16,oPort 1-SFP,0.4,-22.1,20.6,42.4,3.32,NA,NA,NA,NA,NA
Lesozavod,XS B:SAM_16,oPort 1-SFP,0.4,-12.9,20.7,40.2,3.32,NA,NA,NA,NA,NA
Lesozavod,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.9,13.6,32.5,3.27,NA,NA,NA,NA,NA
Lesozavod,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,29.6,3.29,NA,NA,NA,NA,NA
ChRES,XS A:SAM_16,oPort 1-SFP,0.4,-13.9,22.6,45.8,3.3,NA,NA,NA,NA,NA
ChRES,XS B:SAM_16,oPort 1-SFP,0.5,-11.4,21.2,42.7,3.3,NA,NA,NA,NA,NA
ChRES,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-5.9,12.9,34.6,3.27,NA,NA,NA,NA,NA
ChRES,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-37.0,4.0,31.6,3.29,NA,NA,NA,NA,NA
Cheremhovo_BG,XS A:SAM_16,oPort 1-SFP,0.5,-27.7,24.4,51.7,3.3,NA,NA,NA,NA,NA
Cheremhovo_BG,XS B:SAM_16,oPort 1-SFP,0.5,-11.7,23.5,47.5,3.31,NA,NA,NA,NA,NA
Cheremhovo_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.3,14.1,39.1,3.26,NA,NA,NA,NA,NA
Cheremhovo_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-5.0,-40.0,12.2,38.0,3.26,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 1-SFP,-0.1,-17.5,23.2,39.0,3.18,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 2-SFP,-1.0,-12.5,21.6,38.2,3.19,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 3-SFP,-10.6,-10.7,6.9,34.8,3.24,NA,NA,NA,NA,NA
Cheremhovo_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Kutulik,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Kutulik,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
Kutulik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.1,-4.9,13.5,36.5,3.27,NA,NA,NA,NA,NA
Kutulik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,32.9,3.29,NA,NA,NA,NA,NA
Kutulik,TS3:SMQ1&4,oPort 1-SFP,-0.2,-14.8,22.6,36.1,3.19,NA,NA,NA,NA,NA
Kutulik,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Kutulik,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Kutulik,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Zarya_BG,XS A:SAM_16,oPort 1-SFP,0.4,-12.2,21.7,42.2,3.31,NA,NA,NA,NA,NA
Zarya_BG,XS B:SAM_16,oPort 1-SFP,-40.0,-4.1,0.0,33.0,3.32,NA,NA,NA,NA,NA
Zarya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.6,10.9,31.1,3.27,NA,NA,NA,NA,NA
Zarya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,26.6,3.29,NA,NA,NA,NA,NA
Zarya_BG,TS3:SMQ1&4,oPort 1-SFP,-1.2,-17.6,21.1,27.7,3.21,NA,NA,NA,NA,NA
Zarya_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Zarya_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Zarya_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Tyret_BG,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
Tyret_BG,XS B:SAM_16,oPort 1-SFP,0.4,-11.8,22.8,43.5,3.31,NA,NA,NA,NA,NA
Tyret_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-6.8,13.3,35.5,3.27,NA,NA,NA,NA,NA
Tyret_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,32.4,3.28,NA,NA,NA,NA,NA
Tyret_BG,TS3:SMQ1&4,oPort 1-SFP,-1.1,-14.4,22.5,36.5,3.21,NA,NA,NA,NA,NA
Tyret_BG,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Tyret_BG,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Tyret_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Altarik,XS A:SAM_16,oPort 1-SFP,0.5,-11.2,23.0,47.6,3.31,NA,NA,NA,NA,NA
Altarik,XS B:SAM_16,oPort 1-SFP,0.5,-21.3,23.2,45.5,3.31,NA,NA,NA,NA,NA
Altarik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.8,13.9,36.9,3.27,NA,NA,NA,NA,NA
Altarik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,34.3,3.29,NA,NA,NA,NA,NA
Bahtay,XS A:SAM_16,oPort 1-SFP,0.5,-11.7,21.3,45.7,3.31,NA,NA,NA,NA,NA
Bahtay,XS B:SAM_16,oPort 1-SFP,0.4,-12.1,22.0,43.6,3.31,NA,NA,NA,NA,NA
Bahtay,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-3.7,13.4,34.3,3.27,NA,NA,NA,NA,NA
Bahtay,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,32.7,3.29,NA,NA,NA,NA,NA
Nukuty,XS A:SAM_16,oPort 1-SFP,0.4,-11.6,21.3,41.2,3.31,NA,NA,NA,NA,NA
Nukuty,XS B:SAM_16,oPort 1-SFP,0.5,-11.3,20.8,39.0,3.32,NA,NA,NA,NA,NA
Nukuty,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.2,13.1,30.3,3.27,NA,NA,NA,NA,NA
Nukuty,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,26.8,3.29,NA,NA,NA,NA,NA
Balagansk,XS A:SAM_16,oPort 1-SFP,0.5,-11.8,23.0,42.9,3.31,NA,NA,NA,NA,NA
Balagansk,XS B:SAM_16,oPort 1-SFP,0.5,-11.9,23.4,41.6,3.31,NA,NA,NA,NA,NA
Balagansk,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.4,13.0,33.1,3.26,NA,NA,NA,NA,NA
Balagansk,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,30.0,3.28,NA,NA,NA,NA,NA
Novoziminskaya_BG,XS A:SAM_16,oPort 1-SFP,0.5,-12.9,21.2,45.9,3.3,NA,NA,NA,NA,NA
Novoziminskaya_BG,XS B:SAM_16,oPort 1-SFP,0.6,-11.5,22.9,42.8,3.32,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.3,12.6,34.2,3.28,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Novoziminskaya_BG,TS3:SMQ1&4,oPort 1-SFP,-10.3,-14.8,18.2,33.8,3.25,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 2-SFP,-0.2,-11.2,22.7,36.5,3.2,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 3-SFP,-10.8,-10.4,6.5,33.4,3.25,NA,NA,NA,NA,NA
Novoziminskaya_BG,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
ZiminskiyRES,XS A:SAM_16,oPort 1-SFP,,,,,,,,,,
ZiminskiyRES,XS B:SAM_16,oPort 1-SFP,,,,,,,,,,
ZiminskiyRES,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.7,12.0,30.3,3.28,NA,NA,NA,NA,NA
ZiminskiyRES,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 1-SFP,-9.6,-13.6,16.8,28.0,3.27,NA,NA,NA,NA,NA
ZiminskiyRES,TS3:SMQ1&4,oPort 2-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 3-SFP,,,,,,,,,,
ZiminskiyRES,TS3:SMQ1&4,oPort 4-SFP,,,,,,,,,,
Stroibaza,XS A:SAM_16,oPort 1-SFP,0.5,-13.3,20.3,36.4,3.31,NA,NA,NA,NA,NA
Stroibaza,XS B:SAM_16,oPort 1-SFP,0.5,-13.7,20.6,34.1,3.31,NA,NA,NA,NA,NA
Stroibaza,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.4,11.4,26.9,3.27,NA,NA,NA,NA,NA
Stroibaza,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Oka,XS A:SAM_16,oPort 1-SFP,0.6,-14.2,21.6,41.5,3.3,NA,NA,NA,NA,NA
Oka,XS B:SAM_16,oPort 1-SFP,0.5,-9.4,20.7,39.8,3.31,NA,NA,NA,NA,NA
Oka,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.8,12.5,31.7,3.27,NA,NA,NA,NA,NA
Oka,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZSHK,XS A:SAM_16,oPort 1-SFP,0.5,-13.8,22.7,42.9,3.31,NA,NA,NA,NA,NA
ZSHK,XS B:SAM_16,oPort 1-SFP,0.6,-11.3,22.7,40.6,3.31,NA,NA,NA,NA,NA
ZSHK,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.9,12.2,32.5,3.27,NA,NA,NA,NA,NA
ZSHK,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Harik,XS A:SAM_16,oPort 1-SFP,0.5,-11.5,21.6,42.7,3.31,NA,NA,NA,NA,NA
Harik,XS B:SAM_16,oPort 1-SFP,0.5,-13.7,21.2,40.2,3.31,NA,NA,NA,NA,NA
Harik,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.1,13.2,30.6,3.27,NA,NA,NA,NA,NA
Harik,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Kuitun_BG,XS A:SAM_16,oPort 1-SFP,0.5,-14.9,22.4,41.4,3.3,NA,NA,NA,NA,NA
Kuitun_BG,XS B:SAM_16,oPort 1-SFP,0.5,-11.4,21.6,40.0,3.31,NA,NA,NA,NA,NA
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.3,12.4,30.0,3.27,NA,NA,NA,NA,NA
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
Kuitun_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Mayskaya,XS A:SAM_16,oPort 1-SFP,0.4,-9.5,15.9,21.2,3.32,NA,NA,NA,NA,NA
Mayskaya,XS B:SAM_16,oPort 1-SFP,0.5,-15.3,18.0,20.3,3.33,NA,NA,NA,NA,NA
Mayskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-5.2,10.2,10.1,3.28,NA,NA,NA,NA,NA
Mayskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
ZES_SSDTU,XS A:SAM_16,oPort 1-SFP,0.5,-13.1,21.8,44.5,3.31,NA,NA,NA,NA,NA
ZES_SSDTU,XS B:SAM_16,oPort 1-SFP,0.4,-11.4,22.0,43.3,3.31,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-4.9,13.3,33.7,3.27,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 2-SFP,-40.0,-40.0,4.0,31.3,3.29,NA,NA,NA,NA,NA
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 3-SFP,,,,,,,,,,
ZES_SSDTU,TS2:DMGE_4_L2,GE-ETY port 4-SFP,,,,,,,,,,
Tulun_BG,XS A:SAM_16,oPort 1-SFP,0.4,-13.2,22.4,47.2,3.31,NA,NA,NA,NA,NA
Tulun_BG,XS B:SAM_16,oPort 1-SFP,0.5,-10.3,20.7,42.5,3.31,NA,NA,NA,NA,NA
Tulun_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-5.5,12.7,34.3,3.26,NA,NA,NA,NA,NA
Tulun_BG,TS2:DMGE_4_L2,GE-ETY port 4-SFP,-5.1,-5.7,12.6,29.9,3.27,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 1-SFP,-10.6,-13.7,17.1,32.7,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 2-SFP,-9.3,-14.4,18.9,32.9,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 3-SFP,-11.5,-11.0,17.4,32.4,3.25,NA,NA,NA,NA,NA
Tulun_BG,TS3:SMQ1&4,oPort 4-SFP,-10.9,-12.0,6.6,33.2,3.25,NA,NA,NA,NA,NA
CEP,XS A:SAM_16,oPort 1-SFP,0.4,-15.3,21.0,39.6,3.32,NA,NA,NA,NA,NA
CEP,XS B:SAM_16,oPort 1-SFP,0.5,-11.3,20.7,37.9,3.31,NA,NA,NA,NA,NA
CEP,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.3,11.4,28.3,3.27,NA,NA,NA,NA,NA
CEP,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Azeiskaya,XS A:SAM_16,oPort 1-SFP,0.4,-13.2,23.0,44.7,3.31,NA,NA,NA,NA,NA
Azeiskaya,XS B:SAM_16,oPort 1-SFP,0.5,-9.8,22.0,42.2,3.3,NA,NA,NA,NA,NA
Azeiskaya,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.8,-4.7,13.0,31.8,3.27,NA,NA,NA,NA,NA
Azeiskaya,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Badar,XS A:SAM_16,oPort 1-SFP,0.5,-11.8,25.1,52.2,3.31,NA,NA,NA,NA,NA
Badar,XS B:SAM_16,oPort 1-SFP,0.5,-11.0,23.3,49.8,3.3,NA,NA,NA,NA,NA
Badar,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.9,10.7,40.4,3.27,NA,NA,NA,NA,NA
Badar,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Steklozavod,XS A:SAM_16,oPort 1-SFP,0.4,-13.5,21.9,48.3,3.31,NA,NA,NA,NA,NA
Steklozavod,XS B:SAM_16,oPort 1-SFP,0.4,-11.4,22.7,46.3,3.31,NA,NA,NA,NA,NA
Steklozavod,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-4.9,-5.0,12.8,36.5,3.26,NA,NA,NA,NA,NA
Steklozavod,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
Tulun_2_BG,XS A:SAM_16,oPort 1-SFP,0.5,-11.9,23.4,46.7,3.3,NA,NA,NA,NA,NA
Tulun_2_BG,XS B:SAM_16,oPort 1-SFP,0.5,-15.5,23.4,45.9,3.31,NA,NA,NA,NA,NA
Tulun_2_BG,TS2:SMQ1&4,oPort 1-SFP,-10.0,-13.4,17.1,33.6,3.26,NA,NA,NA,NA,NA
Tulun_2_BG,TS2:SMQ1&4,oPort 2-SFP,,,,,,,,,,
Tulun_2_BG,TS2:SMQ1&4,oPort 3-SFP,,,,,,,,,,
Tulun_2_BG,TS2:SMQ1&4,oPort 4-SFP,-10.3,-11.3,13.9,31.6,3.26,NA,NA,NA,NA,NA
Tulun_2_BG,TS3:DMGE_4_L2,GE-ETY port 4-SFP,-5.0,-5.7,11.7,30.6,3.28,NA,NA,NA,NA,NA
Sheberta_BG,XS A:SAM_16,oPort 1-SFP,0.4,-11.4,24.1,49.4,3.3,NA,NA,NA,NA,NA
Sheberta_BG,XS B:SAM_16,oPort 1-SFP,0.6,-14.6,23.6,44.9,3.32,NA,NA,NA,NA,NA
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 1-SFP,-5.0,-4.4,12.7,35.9,3.27,NA,NA,NA,NA,NA
Sheberta_BG,TS2:DMGE_4_L2,GE-ETY port 2-SFP,,,,,,,,,,
